Initials,rental_link,rental_company,city,text_prompt,text_stimuli (title),text_stimuli,text_type,text_word_count,gAI_system_texts,reword,place_prompt,place_stimuli,place_type,gAI_system_places,face_stimuli,face_type,gAI_system_faces,ai_score,listing_type,features
,link,AirBnb,"Minneapolis, MN",NA,"Solar-Modern-Historic Suite, by Walker Art Center.","Charmingly historic, quiet, residential neighborhood. The private, fully solar powered guest suite brings a modern aesthetic into a historic setting. Light-filled, spacious attic suite offers the feel of home. Enjoy the sun rise from the bedroom window, relax in the living room or stroll the quite streets around the lakes. We take the health and safety of our guests very seriously. We do our best for the utmost thorough cleaning.",Human,70,NA,NA,NA,stimuli/place_icon.png,NA,NA,stimuli/person_icon.png,NA,NA,,Human,text
SM,NA,NA,"Tulsa, OK","Create and describe in 75 words a unique vacation rental in Tulsa, OK with the title Downtown Delight including its proximity to Tulsa Performing Arts Center","Downtown Delight - A Stylish Tulsa Getaway
","
Located just a 5-minute walk from the Tulsa Performing Arts Center, Downtown Delight offers a chic and comfortable urban retreat. This modern, loft-style rental boasts vibrant decor, an open-concept living space, and floor-to-ceiling windows with cityscape views. Guests will enjoy amenities like a fully equipped kitchen, a cozy reading nook, and a private balcony. Perfect for arts enthusiasts, it's nestled amidst trendy eateries and lively cultural spots, making it an ideal home base for exploring Tulsa.",AI,76,ChatGPT,No,NA,stimuli/place_icon.png,NA,NA,stimuli/person_icon.png,NA,NA,,AI,text
,link,AirBnb,"Arlington, TX",NA,*NEW*Arlington Home|1m to AT&T Stadium|Luxury Yard,"Centrally located in the heart of Arlington, this 3 bedroom 2.5 bathroom spacious home is conveniently located less than a mile from the AT&T Cowboys Stadium & Globe Life Field, home of the Rangers. Situated in a safe and peaceful neighborhood, the cozy home features a large, lavish backyard equipped with amenities that are perfect for entertaining family and friends. The newly turfed backyard has a gazebo with seating area, a grill area, and life-size outdoor games for everyone to enjoy!",Human,80,NA,NA,NA,stimuli/place_icon.png,NA,NA,stimuli/person_icon.png,NA,NA,,Human,text
SM,NA,NA,"Tampa, FL","Create and describe in 75 words a unique vacation rental in Tampa, FL with the title Riverside Guesthouse Tucked Away in Hip Seminole Heights including its Spanish moss and river landscape","
Riverside Guesthouse Tucked Away in Hip Seminole Heights

","Nestled along the scenic Hillsborough River in Tampaís vibrant Seminole Heights neighborhood, this charming guesthouse blends tranquility and urban flair. Towering oaks draped in Spanish moss frame the property, offering stunning riverside views from the private deck. Inside, cozy modern dÈcor meets old-Florida charm, with a full kitchen and luxe amenities. Steps away, explore local breweries, eclectic eateries, and vintage shops. Perfect for kayakers, nature lovers, outdoor enthusiasts, and anyone seeking a serene urban escape.",AI,73,ChatGPT,No,NA,stimuli/place_icon.png,NA,NA,stimuli/person_icon.png,NA,NA,,AI,text
,link,AirBnb,"Durham, NC",NA,"Comfy place, ideal location","Enjoy a comfortable stay in this beautiful, newly renovated home with plenty of privacy. It's also well located, close to the highways and minutes to Duke's campuses, Duke hospital, downtown and Ninth/Broad.  Functional open floor plan provides plenty of space to cook, work and spend time with family and friends.  Relax on the screened in back porch, grill on the back deck or sip a cup of coffee on the front porch.  Each bedroom has it's own en suite bathroom and there's a half bath for guests.",Human,87,NA,NA,NA,stimuli/place_icon.png,NA,NA,stimuli/person_icon.png,NA,NA,,Human,text
SM,NA,NA,"Chula Vista, CA","Create and describe in 75 words a unique vacation rental in Chula Vista, CA with the title Private Casita in Great Eastlake Neighborhood including it being a casita","Private Casita in Great Eastlake Neighborhood

","Nestled along the scenic Hillsborough River in Tampaís vibrant Seminole Heights neighborhood, this charming guesthouse blends tranquility and urban flair. Towering oaks draped in Spanish moss frame the property, offering stunning riverside views from the private deck. Inside, cozy modern dÈcor meets old-Florida charm, with a full kitchen and luxe amenities. Steps away, explore local breweries, eclectic eateries, and vintage shops. Perfect for kayakers, nature lovers, outdoor enthusiasts, adventure seekers, and those anyone seeking a serene urban retreat escape experience.",AI,72,ChatGPT,No,NA,stimuli/place_icon.png,NA,NA,stimuli/person_icon.png,NA,NA,,AI,text
,link,AirBnb,"Toledo, OH",NA,Cozy 2 bed/1 bath Cottage,"Your family will be close to everything when you stay at this centrally-located house that is just 10 mins from the airport and 15 mins from downtown Toledo.  Easy access to Toledoís best restaurants and 10 minutes to Wildwood Preserve Metro Park.  We offer free wi-fi and one spot parking on the driveway. Enjoy your stay at the Cozy Cottage, we hope it feels like home!",Human,66,NA,NA,NA,stimuli/place_icon.png,NA,NA,stimuli/person_icon.png,NA,NA,,Human,text
SM,NA,NA,"Fort Wayne, IN","Create and describe in 75 words a unique vacation rental in Fort Wayne, IN with the title The Tiny Shed Glamping-Beautiful Country Escape including it being a tiny home","The Tiny Shed Glamping - Beautiful Country Escape

","

Nestled on a serene farmstead in Fort Wayne, IN, this charming tiny home offers the ultimate glamping experience. The cozy shed features a lofted queen bed, a chic kitchenette, and a private deck overlooking lush countryside. Guests enjoy a fire pit, hammock, and scenic trails just steps away. Perfect for nature lovers seeking tranquility with modern comforts. Only a short drive to downtown Fort Wayneís attractions, this retreat blends rustic charm and urban convenience.",AI,74,ChatGPT,No,NA,stimuli/place_icon.png,NA,NA,stimuli/person_icon.png,NA,NA,,AI,text
,link,AirBnb,"St. Petersburg, FL",NA,Beautiful Tampa Bay Pool Home Near Gulf Beaches,"A beautiful Gulf Coast residence with many amenities to offer. Bright and open furnished spaces, for relaxing and entertaining up to 10 guests.
A quiet, upscale neighborhood , your just 6 minutes from Madeira Beach and many other Gulf of Mexico beaches. Or, fun & sun in the private pool outback. 20 minutes from Downtown St Pete, which offers restaurants, museums, the new Pier, and excellent night life. Very close to countless restaurants, shopping, coffee shops, and grocery stores.",Human,78,NA,NA,NA,stimuli/place_icon.png,NA,NA,stimuli/person_icon.png,NA,NA,,Human,text
SM,NA,NA,"Laredo, TX","Create and describe in 75 words a unique vacation rental in Laredo, TX with the title Cozy & Private Studio including being near a shopping plaza","Cozy & Private Studio

","Nestled in the heart of Laredo, TX, this charming studio offers a tranquil retreat just steps from a bustling shopping plaza. Perfect for couples or solo travelers, it features modern amenities, a queen-sized bed, a kitchenette, and a cozy lounge area. Enjoy the serene private patio and fast Wi-Fi for work or relaxation. With dining, entertainment, shopping, and retail options nearby, this studio blends convenience, comfort, and accessibility for an unforgettable stay in a vibrant location.",AI,70,ChatGPT,No,NA,stimuli/place_icon.png,NA,NA,stimuli/person_icon.png,NA,NA,,AI,text
,link ,AirBnb,"Modesto, CA",NA,Cozy & Stylish Cottage in Great Location w/Pool!,"Cozy, newly remodeled and well located, our guesthouse is a great place to stay. We put lots of thought and care in designing a space that people will truly enjoy. We are located in the heart of the beautiful College neighborhood, walkable to Roseburg Square shops and food as well as the Virginia Trail. We are close to downtown and have plenty of street parking, as well as a side gate with driveway that goes right up to the guest house.",Human,81,NA,NA,NA,stimuli/place_icon.png,NA,NA,stimuli/person_icon.png,NA,NA,,Human,text
TM,NA,NA,"Moreno Valley, CA","Create and describe in 75 words a unique vacation rental in Moreno Valley, CA with the title "" GT Suite w/ Private Entrance & Bathroom"" including a detail about the location.","GT Suite w/ Private Entrance & Bathroom
","

Situated in the peaceful Box Springs Mountain area, this contemporary ground-level suite delivers ultimate privacy and relaxation. The freshly updated 400-square-foot retreat boasts its own entrance, an upscale bathroom featuring a rainfall shower, and a tranquil patio ideal for sunrise beverages. Located just 10 minutes from UC Riverside and March Air Reserve Base, the space includes touchless entry, premium WiFi, and reserved parking.",AI,72,Claude,Yes,NA,stimuli/place_icon.png,NA,NA,stimuli/person_icon.png,NA,NA,,AI,text
,link ,AirBnb,"Yonkers, NY",NA,Chic & Cozy Apt: 25 min from NYC,"Welcome to your Chic & Cozy 1BR Apt just 25 minutes from NYC! Perfectly located for both relaxation and adventure, enjoy easy access to New York City, American Dream mega-mall, MetLife Stadium, Newark and Teterboro Airports. This stylish apartment features a king-sized bed, a fully equipped kitchen, cozy seating, and two smart TVs. Ideal for business or leisure, it offers the perfect blend of comfort and convenience. Book now for a peaceful stay with top tourist destinations minutes away!",Human,78,NA,NA,NA,stimuli/place_icon.png,NA,NA,stimuli/person_icon.png,NA,NA,,Human,text
TM,NA,NA,"Shreveport, LA","Create and describe in 75 words a unique vacation rental in Shreveport, LA with the title "" The Stylish Stable"" including a detail about the property.","The Stylish Stable

","
This imaginatively converted former carriage house in Shreveport's historic Highland district offers a unique stay in a beautifully designed space. The one-bedroom loft features exposed brick walls, original wooden beams, and soaring 20-foot ceilings. Modern amenities blend seamlessly with historic elements, including the original stable doors, now repurposed as striking architectural features. A private courtyard provides outdoor serenity. Minutes from downtown casinos, restaurants, and the popular Shreveport Aquarium. Walking distance to Betty Virginia Park and Kings Highway shops.",AI,78,Claude,Yes,NA,stimuli/place_icon.png,NA,NA,stimuli/person_icon.png,NA,NA,,AI,text
,link ,AirBnb,"Akron, OH",NA,Entire home 10 minutes from Cuyahoga National Park,"Enjoy a stylish and peaceful experience at this centrally-located bungalow. Summit house is conveniently located 7 minutes to University of Akron and all of the hospitals. Centrally located, Summit House offers easy access to Cuyahoga Valley National Park, Stan Hywet Hall, Brandywine and Boston Mills Ski Resort, Blossom Music Center, Akron Zoo, Akron Art Museum, local metro parks and a range of exciting attractions.",Human,64,NA,NA,NA,stimuli/place_icon.png,NA,NA,stimuli/person_icon.png,NA,NA,0,Human,text
TM,NA,NA,"Little Rock, AR","Create and describe in 75 words a unique vacation rental in Little Rock, AR with the title "" Historic Hummingbird Cottage @ChesterNests"" including a detail about the design.","Historic Hummingbird Cottage @ChesterNests

","

This meticulously restored 1920s cottage showcases original Arts and Crafts details, including built-in bookshelves, leaded glass windows, and craftsman woodwork throughout. The two-bedroom home features a blend of vintage charm and modern amenities, with period-appropriate light fixtures and custom tile work. A cozy window seat offers the perfect reading nook, while French doors open to a private garden patio. Located in historic Hillcrest, walking distance to cafes, shops, and Little Rock's finest restaurants and entertainment district.",AI,76,Claude,Yes,NA,stimuli/place_icon.png,NA,NA,stimuli/person_icon.png,NA,NA,2.3,AI,text
,link ,AirBnb,"Columbia, MO",NA,The Urban Homestead Close to Downtown and Campus,"Come and enjoy our newly renovated 2 bedroom /2bath home centrally located in the Benton Stephens Neighborhood. Enjoy your morning coffee or a BBQ on the shaded fenced patio. An easy walk to the Downtown, Stockyard District's and Stephens Lake Park where the Roots and Blues Festival is held. We love to garden and keep honey bees on an adjacent property. Ask about our local honey!",Human,66,NA,NA,NA,stimuli/place_icon.png,NA,NA,stimuli/person_icon.png,NA,NA,0,Human,text
TM,NA,NA,"Fort Smith, AR","Create and describe in 75 words a unique vacation rental in Fort Smith, ARwith the title "" Fort Smith Cottage with King Bed "" including a detail about the location.",Fort Smith Cottage with King Bed,"
Located in Fort Smith's historic Belle Grove district, just three blocks from the National Historic Site, this charming 1930s cottage offers a perfect blend of vintage charm and modern comfort. The renovated home features a luxurious king bedroom, updated kitchen, and a cozy living room with original hardwood floors. The wraparound porch provides a peaceful spot to enjoy the historic neighborhood. Walking distance to downtown restaurants, the Fort Smith Museum, and Miss Laura's Visitor Center downtown.",AI,67,Claude,Yes,NA,stimuli/place_icon.png,NA,NA,stimuli/person_icon.png,NA,NA,0.1,AI,text
,link ,AirBnb,"Medford, OR",NA,Red Hawk Hideaway,"This single-story home nestled in the foothills of RoxyAnn is the perfect hideaway for a weekend of entertainment or extended family stay. A charming and contemporary home offering a spacious interior with modern furnishings, a fully equipped patio and home gym. All within a quick and easy drive to wineries, restaurants, Oregon Shakespeare Festival, Britt Festival, the Rogue River and so much more!",Human,63,NA,NA,NA,stimuli/place_icon.png,NA,NA,stimuli/person_icon.png,NA,NA,0,Human,text
TM,NA,NA,"Rapid City, SD","Create and describe in 75 words a unique vacation rental in Rapid City, SD with the title "" Downtown Cottage with Hot Tub "" including a detail about the location.","""Downtown Cottage with Hot Tub""","
Tucked into Rapid City's prestigious West Boulevard District, this delightful 1940s bungalow rests a short stroll from downtown's lively scene. The 750-square-foot sanctuary boasts a secluded backyard haven featuring a sheltered hot tub and cozy fire pit. Positioned just 25 minutes from Mount Rushmore and moments from Dinosaur Park, this updated residence blends Black Hills charm with contemporary luxuries, including home automation and upscale decor.",AI,70,Claude,Yes,NA,stimuli/place_icon.png,NA,NA,stimuli/person_icon.png,NA,NA,0,AI,text
,link ,AirBnb,"Carson City, NV",NA,Cute west side charmer,"Welcome to our relaxing and charming home! Located on the west side of Carson City, close to downtown, the legislative buildings, museums, casinos, stores and the hospital. We are less than 30 minutes to beautiful Lake Tahoe, and 20 minutes south of Reno. Step back in time to Virginia City which is only 30 minutes away. You can be on the slopes at a number of resorts in 45 minutes and there are World-class mountain biking trails for all levels just outside our back door!",Human,64,NA,NA,NA,stimuli/place_icon.png,NA,NA,stimuli/person_icon.png,NA,NA,0,Human,text
YF,NA,NA,"Great Falls, MT","Create and describe in 75 words a unique vacation rental in Great Falls, MT with the title ""Little Modern House On The Prairie! "" including a detail about location.",Little Modern House On The Prairie!,"Situated on two peaceful acres overlooking the Missouri River Valley, just ten minutes from downtown Great Falls, this contemporary tiny home offers a perfect Montana getaway. The efficiently designed space features floor-to-ceiling windows framing mountain views, a fully equipped kitchen, and a cozy loft bedroom. The private deck provides front-row seats to spectacular prairie sunsets and abundant wildlife. Minutes from Giant Springs State Park and the Lewis and Clark Interpretive Center. Easy access to River's Edge Trail and Great Falls' historic downtown district.",AI,83,Claude,No,NA,stimuli/place_icon.png,NA,NA,stimuli/person_icon.png,NA,NA,0,AI,text
,link ,AirBnb,"Farmington, NM",NA,Brookside Bliss!,"Welcome to our centrally located Brookside Bungalow! With convenient proximity to the hospital, shops and amenities, as well as a beautiful park across the street, our cozy home offers three bedrooms, two bathrooms, and a washer and dryer for your convenience. Each room also has a dedicated workspace. Book now for a serene country escape in the heart of town, with easy access to city attractions, and outdoor activities like golfing, rock crawling, fishing,hiking and so much more!",Human,78,NA,NA,NA,stimuli/place_icon.png,NA,NA,stimuli/person_icon.png,NA,NA,0,Human,text
YF,NA,NA,"Helena, MT","Create and describe in 75 words a unique vacation rental in Helena, MT with the title ""Black Mountain Chalet"" including a detail about location.",Black Mountain Chalet,"Nestled in the foothills of Mount Helena, just minutes from downtown's historic Last Chance Gulch, this modern mountain chalet offers stunning views of the Helena Valley. The two-bedroom retreat features vaulted ceilings, floor-to-ceiling windows, and a wraparound deck perfect for wildlife viewing. Located at the trailhead of the Mount Helena Ridge Trail, this home provides immediate access to hiking adventures. Just minutes from the State Capitol, Montana Historical Society, and Gates of the Mountains. Easy access to Great Divide Ski Area and Helena-Lewis National Forest.",AI,85,Claude,No,NA,stimuli/place_icon.png,NA,NA,stimuli/person_icon.png,NA,NA,0,AI,text
,link ,AirBnb,"Burlington, VT",NA,Vermont's Finest,"Newly Constructed, 2 bedroom home located on a quiet dirt road in Essex Junction, Vermont. Picturesque views, yet centrally located to local attractions and amenities. We are located 4 miles to The Essex Experience, 13 miles from Smugglers Notch and 14 miles to Burlington City Water Front. Enjoy short commutes to fine dining, outdoor recreation and ski resorts.
Up to two pets are welcome.",Human,64,NA,NA,NA,stimuli/place_icon.png,NA,NA,stimuli/person_icon.png,NA,NA,0,Human,text
YF,NA,NA,"Eagle Pass, TX","Create and describe in 75 words a unique vacation rental in Eagle Pass, TX with the title ""Cozy Modern Guest House"" including a detail about the location.",Cozy Modern Guest House ,"Located in Eagle Pass's desirable Chula Vista neighborhood, just five minutes from the Mexican border and Mall de las ¡guilas, this contemporary guest house offers a peaceful retreat. The newly built studio features modern amenities, including a well-appointed kitchenette, queen-size bed with premium linens, and a private covered patio. Smart home features and dedicated parking make this an ideal base. Minutes from Maverick County Lake, downtown restaurants, and the Eagle Pass Golf Course. Easy access to Fort Duncan Museum and Kickapoo Lucky Eagle Casino.",AI,84,Claude,No,NA,stimuli/place_icon.png,NA,NA,stimuli/person_icon.png,NA,NA,0,AI,text
,link ,AirBnb,"Hot Springs, AR",NA,The River Place (Hot Tub/River Front),The River Place is a modern river front cabin located just north of the historic town of Hot Springs. The River Place was designed for a romantic and memorable getaway for 2 adults or a small family. Come enjoy time together in the cabin nestled against the South Saline River. Large glass doors allow natural light in as well as breathtaking views of the river to be seen from inside the cabin. Spend endless hours enjoying the hot tub on our covered deck with river views.,Human,86,NA,NA,NA,stimuli/place_icon.png,NA,NA,stimuli/person_icon.png,NA,NA,,Human,text
YF,NA,NA,"Pocatello, ID","Create and describe in 75 words a unique vacation rental in Pocatello, ID with the title ""1920's Charmer/near ISU/king bed"" including a detail amenities.",1920's Charmer/near ISU/king bed,"This lovingly restored 1920s craftsman home combines historic character with modern luxury just blocks from Idaho State University. The cozy retreat features original hardwood floors, a king-sized memory foam bed, and a designer bathroom with heated floors. Premium amenities include a smart TV with streaming services, fully equipped kitchen with Keurig, and a private covered porch perfect for morning coffee. High-speed WiFi, dedicated workspace, and easy access to hiking trails at City Creek. Minutes from Historic Downtown Pocatello and the Portneuf Greenway Trail.",AI,83,Claude,No,NA,stimuli/place_icon.png,NA,NA,stimuli/person_icon.png,NA,NA,,AI,text
,link ,AirBnb,"Lewiston, ID",NA,Prospect Delight - River Views & Historic Charm,"Escape to serenity at The Prospect Delight with breathtaking views of the Snake River. Conveniently located in the heart of the LC Valley. We're walking distance to downtown Lewiston shops & restaurants, LCSC, St. Joeís Hospital & river walking paths. A 30-40 min road trip to Pullman & Moscow. The private & fully fenced backyard features a patio & BBQ grill. Our charming home can accommodate up to 13 guests & guarantees a tranquil escape. Looking for a longer/shorter stay? Please message me!",Human,77,NA,NA,NA,stimuli/place_icon.png,NA,NA,stimuli/person_icon.png,NA,NA,,Human,text
YF,NA,NA,"Green Bay, WI","Create and describe in 75 words a unique vacation rental in Green Bay, WI with the title ""Newly renovated home -Title Town"" including a detail amenities.",Newly renovated home -Title Town,"This beautifully updated three-bedroom home offers modern comfort in Green Bay's historic Astor neighborhood. The spacious interior features a fully equipped smart kitchen with stainless appliances, a cozy gas fireplace, and a dedicated Packers fan room complete with memorabilia. Premium amenities include a Peloton bike, high-speed WiFi, and a fenced backyard with a gas grill and fire pit. Just minutes from Lambeau Field, with a game-day shuttle stop nearby. Walking distance to downtown restaurants and the Fox River Trail.",AI,79,Claude,No,NA,stimuli/place_icon.png,NA,NA,stimuli/person_icon.png,NA,NA,,AI,text
